doi,url,type,title,authors,author_count,year,journal,publisher,abstract,subjects,reference_count,cited_by_count,references,month
10.63282/3050-9262.ijaidsml-v6i3p101,https://doi.org/10.63282/3050-9262.ijaidsml-v6i3p101,journal-article,"Revolutionizing Forecasting with Unified Demand Forecasting for Supply Chain Retail by SAP Customer Activity Repository (CAR) using Machine Learning, Predictive Analysis, and AI",,0,2025,"International Journal of Artificial Intelligence, Data Science, and Machine Learning",ScienceTech Xplore,,,0,0,0,
10.1201/9781003399292-20,https://doi.org/10.1201/9781003399292-20,book-chapter,Demand Forecasting Methods,Sunanda Vincent Jaiwant; Joseph Varghese Kureethara,2,2024,Artificial Intelligence in Forecasting,CRC Press,,,0,1,0,4.0
10.3727/108354224x17180286995735,https://doi.org/10.3727/108354224x17180286995735,journal-article,Tourism Demand Forecasting: An Interpretable Deep Learning Model,Liyao Huang; Weimin Zheng; Zuohua Deng,3,2024,Tourism Analysis,"Cognizant, LLC","<jats:p>With emerging learning techniques and large datasets, the advantages of applying deep learning models in the field of tourism demand forecasting have been increasingly recognized. However, the lack of sufficient interpretability has led to questioning the credibility of most existing
 deep learning models. This study attempts to meet these challenges by proposing an interpretable deep learning framework, which combines the long short-term memory model with Shapley Additive interpretation. Results of two case studies conducted in China confirm that our model can perfectly
 reconcile interpretability and forecasting accuracy. The study has greatly promoted the development of tourism demand forecasting models and provides important practical implications for improving the ability of management decision making and resource optimization.</jats:p>",,35,3,35,11.0
10.1201/9781003399599-2,https://doi.org/10.1201/9781003399599-2,book-chapter,The forecasting workflow,Stephan Kolassa; Bahman Rostami-Tabar; Enno Siemsen,3,2023,Demand Forecasting for Executives and Professionals,Chapman and Hall/CRC,,,0,0,0,7.0
10.3390/forecast4020031,https://doi.org/10.3390/forecast4020031,journal-article,Deep Learning for Demand Forecasting in the Fashion and Apparel Retail Industry,Chandadevi Giri; Yan Chen,2,2022,Forecasting,MDPI AG,"<jats:p>Compared to other industries, fashion apparel retail faces many challenges in predicting future demand for its products with a high degree of precision. Fashion products’ short life cycle, insufficient historical information, highly uncertain market demand, and periodic seasonal trends necessitate the use of models that can contribute to the efficient forecasting of products’ sales and demand. Many researchers have tried to address this problem using conventional forecasting models that predict future demands using historical sales information. While these models predict product demand with fair to moderate accuracy based on previously sold stock, they cannot fully be used for predicting future demands due to the transient behaviour of the fashion industry. This paper proposes an intelligent forecasting system that combines image feature attributes of clothes along with its sales data to predict future demands. The data used for this empirical study is from a European fashion retailer, and it mainly contains sales information on apparel items and their images. The proposed forecast model is built using machine learning and deep learning techniques, which extract essential features of the product images. The model predicts weekly sales of new fashion apparel by finding its best match in the clusters of products that we created using machine learning clustering based on products’ sales profiles and image similarity. The results demonstrated that the performance of our proposed forecast model on the tested or test items is promising, and this model could be effectively used to solve forecasting problems.</jats:p>",,36,43,36,6.0
10.11647/obp.0252.03,https://doi.org/10.11647/obp.0252.03,book-chapter,Demand Forecasting,Roberto Rossi,1,2021,Inventory Analytics,Open Book Publishers,"<jats:p>In this chapter, we discuss predictive analytics techniques for demand forecasting in inventory control. The techniques surveyed in this chapter originate in the realm of time series analysis and forecasting. We first introduce the notion of time series, then we survey a portfolio of time series models. We show how to fit these models to data and how to generate forecasts, confidence and prediction bands.</jats:p>",,0,0,0,5.0
10.38007/re.2021.020202,https://doi.org/10.38007/re.2021.020202,journal-article,"Structural Changes, Efficiency Improvements, and Energy Demand Forecasting Based on Empirical Analysis of Decomposition Models",,0,2021,Academic Journal of Energy,Scholar Publishing Group Ltd,,,0,0,0,6.0
10.4324/9781003173267-3,https://doi.org/10.4324/9781003173267-3,book-chapter,Demand Forecasting,Mike Brown,1,2022,Strategic Airport Planning,Routledge,,,0,0,0,1.0
10.21832/9781845417338-008,https://doi.org/10.21832/9781845417338-008,book-chapter,6. Forecasting Tourism Demand,,0,2020,Tourism Economics and Policy,Multilingual Matters,,,0,0,0,12.0
10.25236/fsst.2023.051818,https://doi.org/10.25236/fsst.2023.051818,journal-article,Study on Demand Forecasting and Inventory Optimization Using SARIMA and Fuzzy Analysis,,0,2023,"The Frontiers of Society, Science and Technology",Francis Academic Press Ltd.,,,0,0,0,
10.1002/9781119135289.ch2,https://doi.org/10.1002/9781119135289.ch2,other,Inventory Management and Forecasting,,0,2021,Intermittent Demand Forecasting,Wiley,,,28,0,28,7.0
10.3390/forecast4030036,https://doi.org/10.3390/forecast4030036,journal-article,The Power of Travel Search Data in Forecasting the Tourism Demand in Dubai,Ahmed Shoukry Rashad,1,2022,Forecasting,MDPI AG,"<jats:p>Tourism plays an important economic role for many economies and after the COVID-19 pandemic, accurate tourism forecasting become critical for policymakers in tourism-dependent economies. This paper extends the growing literature on the use of internet search data in tourism forecasting through evaluating the predictive ability of Destination Insight with Google, a new Google product designed to monitor tourism recovery after the COVID-19 pandemic. This paper is the first attempt to explore the forecasting ability of the new Google data. The study focuses on the case of Dubai, given its status as a world-leading tourism destination. The study uses time series models that account for seasonality, trending variables, and structural breaks. The study uses monthly data for the period of January 2019 to April 2022. We explore whether the internet travel search queries can improve the forecasting of tourist arrivals to Dubai from the UK. We evaluate the accuracy of forecasts after incorporating the Google variable in our model. Our findings suggest that the new Google data can significantly improve tourism forecasting and serves as a leading indicator of tourism demand.</jats:p>",,39,13,39,7.0
10.1002/9781119135289.ch15,https://doi.org/10.1002/9781119135289.ch15,other,Software for Intermittent Demand,,0,2021,Intermittent Demand Forecasting,Wiley,,,34,0,34,7.0
10.3390/engproc2024069025,https://doi.org/10.3390/engproc2024069025,proceedings-article,Urban Water Demand Forecasting Using DeepAR-Models as Part of the Battle of Water Demand Forecasting (BWDF),Andreas Wunsch; Christian Kühnert; Steffen Wallner; Mathias Ziebarth,4,2024,The 3rd International Joint Conference on Water Distribution Systems Analysis &amp;amp; Computing and Control for the Water Industry (WDSA/CCWI 2024),MDPI,,,7,0,7,9.0
10.5373/jardcs/v12sp7/20202117,https://doi.org/10.5373/jardcs/v12sp7/20202117,journal-article,Forecasting Investment Demand of Ukrainian Agrarian Enterprises,Nepochatenko Olena O,1,2020,Journal of Advanced Research in Dynamical and Control Systems,Institute of Advanced Scientific Research,,,0,0,0,7.0
10.2139/ssrn.4843590,https://doi.org/10.2139/ssrn.4843590,posted-content,An Application on Supplying Türkiye'S Electricity Demand with Hydrogen: Demand Forecasting with Anfis,Abdullah  Zübeyr ŞEKERCİ; Selin SONER KARA,2,2024,,Elsevier BV,,,49,0,49,5.0
10.1109/icsmartgrid61824.2024.10578181,https://doi.org/10.1109/icsmartgrid61824.2024.10578181,proceedings-article,Analysis of SARIMA Models for Forecasting Electricity Demand,Ahmet Aksöz; Saadin Oyucu; Emre Biçer; Ramazan Bayındır,4,2024,2024 12th International Conference on Smart Grid (icSmartGrid),IEEE,,,27,2,27,5.0
10.51785/jar.1677452,https://doi.org/10.51785/jar.1677452,journal-article,Quantitative Demand Forecasting of Spare Parts in The Aviation Industry: A Comparative Analysis,Emre Ekin,1,2026,Journal of Aviation Research,"Journal of Aviation Research, Maltepe University","<jats:p xml:lang=""en"">Businesses benefit from forecasting, because it enables them to create data-driven plans and make well-informed business decisions. Defective product forecasting, on the other hand, predicts future defective parts for a company and ensures that the company is prepared for these shortcomings. This study's objective is to examine the defective parts arriving at the workshops monthly for 10 different products that are most frequently encountered by a large airline maintenance and repair company by using quantitative forecasting techniques, to determine the most appropriate forecasting model and to predict the number of defective products for the following periods. The study's data for the time frame January 2021 - December 2022 were used. With this data, defective product forecast for 2023 was made. Four different numerical forecasting methods were used and the forecasting efficiency of these four different models was determined by Mean Absolute Error (MAE), Mean Square Error (MSE) and Mean Absolute Percentage Error (MAPE) measures. Because of the research, Simple Exponential Smoothing Method (α = 0.90) gave the most successful prediction results, while Holt-Winters Method (α = 0.50, β = 0.30, γ = 0.80) gave the least successful prediction results. Therefore, this study shows how effective it is to use quantitative prediction techniques in the prediction of defective parts. In future research, different methods perhaps the study can incorporate machine learning algorithms to advance improve prediction accuracy and adaptability.</jats:p>",,42,0,42,2.0
