doi,title,authors,author_count,year,month,journal,publisher,abstract,subjects,type,url,source,relevance_score,relevance_flags
10.18502/jebhpme.v5i4.8162,Customer Lifetime Value of Supplementary Health Insurance:  An Analytical Model,Roohollah Dehghani Ghale; Farzad Karimi; Hassan Ghorbani Dinani,3,2021,12.0,"Evidence Based Health Policy, Management and Economics",Knowledge E DMCC,"<jats:p>Background: With the number of insurance customers growing, insurance companies are trying new ways to retain customers and streamline communication channels to avoid loss of revenue. The present study set out to develop a model for a reliable analysis of customer lifetime value.
Methods: The present study was exploratory mixed method in design. The study took place in Jundishapur University of Medical Sciences, located in Ahvaz, Iran. A total of 402 insurance experts and university staffers participated in the study. A cross-sectional data collection was done using semi-structured interviews (n = 22) and a questionnaire (n = 380). The latter was validated via a panel of content area experts, criterion-dependent validity (second-order confirmatory factor analysis), and divergent validity (cross-sectional load test and Fornell-Laker). Cronbach's alpha and combined reliability were - 0.8 and 0.8, respectively. A structural equation approach was employed to analyze data using Smart PLS software.
Results: Customer loyalty with an impact factor of 0.60 and T-statistic of 5.79, profitability with an impact factor of 0.55 and T-statistic of 3.75, customer co-creation with an impact factor of 0.28, and T-statistic of 2.7 have been identified as dimensions of customer lifetime value.
Conclusion: Measuring customer lifetime value to implement various strategies requires a deep understanding of such value dimensions as loyalty, profitability, and value creation.</jats:p>",,journal-article,https://doi.org/10.18502/jebhpme.v5i4.8162,CrossRef,2,forecasting:customer lifetime
10.1080/10548408.2021.1940422,Causal-predictive model of customer lifetime/influence value: mediating roles of memorable experiences and customer engagement in hotels and airlines,Noppadol Manosuthi; Jin-Soo Lee; Heesup Han,3,2021,6.0,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,,,journal-article,https://doi.org/10.1080/10548408.2021.1940422,CrossRef,2,forecasting:customer lifetime
10.30534/ijatcse/2021/1511032021,Software Development and Modelling for Churn Prediction Using Logistic Regression in Telecommunication Industry,,0,2021,,International Journal of Advanced Trends in Computer Science and Engineering,The World Academy of Research in Science and Engineering,,,journal-article,https://doi.org/10.30534/ijatcse/2021/1511032021,CrossRef,2,forecasting:churn prediction
10.20944/preprints202106.0113.v1,Customer Churn - Prevention Model – Prediction Model,Julian Eduardo Grijalba Facundo,1,2021,6.0,,MDPI AG,"<jats:p>The strategy of any organization is based on the growth of its customer base, and one of 5 its principles is that selling a product to an existing customer is much more profitable than acquiring 6 a new customer. However, this approach has several opportunities for improvement, since it usu- 7 ally has a totally reactive approach, which does not give opportunity to the areas specialized in 8 customer experience and recovery, to give an effective response for that moment, since the customer 9 is gone at the time of the intervention. This happens because usually a diagnostic analysis of cus- 10 tomers who have stopped buying products or services in a defined period, commonly three (3) pe- 11 riods or months, is performed. This paper challenges the way to face this problem, and proposes 12 the development of a complete solution, which does not focus exclusively on the prediction of 13 churn, as is usually done in the state of the art research, but to intervene in different interactions 14 that can be carried out with customers. The above focused not only to prevent customer churn, but 15 to generate an added value of continuous improvement in sales processes, increase customer pene- 16 tration, leading to an improvement in customer experience and consequently, an increase in cus- 17 tomer loyalty.</jats:p>",,posted-content,https://doi.org/10.20944/preprints202106.0113.v1,CrossRef,2,forecasting:customer churn
10.1201/9781003205685-8,Causal Inference and Matching,Kao-Tai Tsai,1,2021,7.0,Machine Learning for Knowledge Discovery with R,Chapman and Hall/CRC,,,book-chapter,https://doi.org/10.1201/9781003205685-8,CrossRef,2,causal:causal inference
10.31234/osf.io/auwr8,Designing bivariate timeseries with controlled Granger causality,Shohei Hidaka; Takuma Torii,2,2021,1.0,,Center for Open Science,"<p>In this manuscript, we analyzed vector auto-regressive (VAR) model in order to draw a design principle for bivariate timeseries with a controlled statistical inter-relationship. We show how to generate bivariate timeseries with given covariance and Granger causality, and showed the trade-off relationship between these two types of statistical interaction. In principle, covariance and Granger causality are controllable independently, but the ranges of their values, which let VAR be proper and have stationary distribution, are constrained by each other. Thus, there is an essential tri-lemma among the stability and properness of VAR, the controllability of covariance, and that of Granger causality.</p>",,posted-content,https://doi.org/10.31234/osf.io/auwr8,CrossRef,2,causal:granger causality
10.5194/egusphere-egu21-8020,High-Dimensional Granger Causality for Climatic Attribution,Luca Margaritella; Marina Friedrich; Stephan Smeekes,3,2021,3.0,,Copernicus GmbH,"<jats:p>&amp;lt;div&amp;gt;
&amp;lt;div&amp;gt;
&amp;lt;div&amp;gt;
&amp;lt;p&amp;gt;We use the framework of Granger-causality testing in high-dimensional vector autoregressive models (VARs) to disentangle and interpret the complex causal chains linking radiative forcings and global as well as hemispheric temperatures. By allowing for high dimensionality in the model we can enrich the information set with all relevant natural and anthropogenic forcing variables to obtain reliable causal relations. These variables have mostly been investigated in an aggregated form or in separate models in the previous literature. An additional advantage of our framework is that it allows to ignore the order of integration of the variables and to directly estimate the VAR in levels, therefore avoiding accumulating biases coming from unit-root and cointegration tests. This is of particular appeal for climate time series which are often argued to contain specific stochastic trends as well as yielding long memory. We are thus able to display the causal networks linking radiative forcings to global and hemispheric temperatures but also to causally connect radiative forcings among themselves, therefore allowing for a careful reconstruction of a timeline of causal effects among forcings. The robustness of our proposed procedure makes it an important tool for policy evaluation in tackling global climate change.&amp;lt;/p&amp;gt;
&amp;lt;/div&amp;gt;
&amp;lt;/div&amp;gt;
&amp;lt;/div&amp;gt;</jats:p>",,posted-content,https://doi.org/10.5194/egusphere-egu21-8020,CrossRef,2,causal:granger causality
10.14428/esann/2021.es2021-49,Deep Learning Model for Context-Dependent Survival Analysis,Raphaël Langhendries; Jérôme Lacaille,2,2021,,ESANN 2021 proceedings,Ciaco - i6doc.com,,,proceedings-article,https://doi.org/10.14428/esann/2021.es2021-49,CrossRef,2,survival:survival analysis
10.20944/preprints202107.0208.v1,Frequency Domain Repercussions of Instantaneous Granger Causality,Luiz Antonio Baccalá; Koichi Sameshima,2,2021,7.0,,MDPI AG,"<jats:p>Using Directed Transfer Function (DTF) and Partial Directed Coherence (PDC) in their information version, this paper extends their theoretical framework to incorporate instantaneous Granger Causality (iGC)’s frequency domain description into a single unified perspective. We show that standard vector autoregressive models allow portraying iGC’s repercussions associated with Granger Connectivity where interactions mediated without delay between time series can be easily detected.</jats:p>",,posted-content,https://doi.org/10.20944/preprints202107.0208.v1,CrossRef,2,causal:granger causality
10.31223/x57g9t,Causal and Predictive Analysis of Climate Change Using Granger Causality,Ben Goertzel; Nejc Znidar; Misgana Bayetta; Matthew Iklé; Scherazade Goertzel,5,2021,5.0,,California Digital Library (CDL),,,posted-content,https://doi.org/10.31223/x57g9t,CrossRef,2,causal:granger causality
